Notice Identifier,Notice Type,Organisation Name,Status,Published Date,Title,Description,Nationwide,Postcode,Region,Cpv Codes,Contact Name,Contact Email,Contact Address 1,Contact Address 2,Contact Town,Contact Postcode,Contact Country,Contact Telephone,Contact Website,Attachments,Links,Additional Text,Start Date,End Date,Closing Date,Is sub-contract,Parent Reference,Suitable for SME,Suitable for VCO,Supply Chain,OJEU Contract Type,Value Low,Value High,Awarded Date,Awarded Value,Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE],Supplier's contact name,Contract start date,Contract end date,OJEU Procedure Type,Accelerated Justification,Closing Time
tender_235257/930264,Contract,capitalEsourcing,Awarded,2021-03-03T15:43:00Z,Core Drugs and Alcohol Treatment Service,"The Integrated Commissioning Department of the Royal Borough of Kensington and Chelsea (RBKC) and the City of Westminster (WCC) ran a competitive procurement exercise to identify suitably qualified Contractor(s) to deliver a community-based Core Drugs and Alcohol Treatment Service.

The Service was broken down into Lot 1 Substance Misuse Treatment Service and Lot 2 Alcohol Specific Treatment Intervention Service. Contractors could choose to bid for Lot 1 only, Lot 2 only, or both Lot 1 and Lot 2. 

Two contracts have been awarded to Turning Point (Services) Ltd for services delivered under Lot 1; one contract for RBKC and a second contract for WCC. Two contracts have been awarded to Change Grow Live Services Ltd for services delivered under Lot 2; one contract for RBKC and a second contract for WCC.

Each Contractor shall meet the objectives of the Service which are linked to the Public Health England's Public Health Outcome Framework and locally identified priorities. The Service shall sit within the top quartile range for comparator Local Authorities in successful completion of treatment, to be higher than the national average in retaining people in treatment and lower waiting times than the national average. The Service shall increase its support for underrepresented groups, a year on year increase in the numbers of people supported in targeted groups and a comprehensive training package to be delivered to professionals and residents across the Authorities. The Service shall deliver a quality Education, Training & Employment service, be flexible in its approach to working with those involved in the criminal justice system, particularly those leaving prison and those under Integrated Offender Management (IOM).

Each contract will be for an initial period of five (5) years, with the option to extend for a further two (2) years in aggregate.",,,London,85323000,Westminster City Council,tenders@westminster.gov.uk,"City Hall, 64 Victoria Street",,London,SW1E 6QP,England,,,,,,01/07/2021,30/06/2028,26/10/2020,NO,,No,No,No,Services,32725413.27,46145769.46,02/03/2021,32725413.27,"[Turning Point Service Ltd|Standon House 21 Mansell Street London E1 8AA|COMPANIES_HOUSE|2166697|No|No][Change Grow Live Services Ltd|Tower Point, 44 North Road, Brighton, East Sussex, BN1 1YP|COMPANIES_HOUSE|06228752|No|No]",,01/07/2021,30/06/2028,RestrictedOJEU ,,17:00
DCC001-DN524387-64816788,Contract,Durham County Council,Awarded,2021-02-02T10:42:18Z,Rough Sleeper Complex Needs Accommodation Project,"Provide 9 bed spaces of supported accommodation for entrenched rough sleepers with complex needs for clients presenting with several of the following complexities:
-	Substance Misuse
-	Mental health
-	Physical health
-	Offending behaviour",,,North East,85000000,Donna Iley,donna.iley@durham.gov.uk,County Hall,,Durham,DH1 5UG,England,'+44 3000268235,http://www.durham.gov.uk,,,,01/02/2021,31/03/2023,23/01/2021,NO,,Yes,Yes,No,Services,293000,293000,31/01/2021,183000,[Jigsaw|NE8 3TS|NONE||No|No],,01/02/2021,31/03/2022,DirectAward ,,23:59
EALING001-DN476537-07443928,Contract,London Borough of Ealing,Awarded,2021-01-29T15:48:21Z,Rough Sleeper Outreach Service,"Ealing Council has awarded a contract for Rough Sleeping Outreach Service to St Mungo Community Housing. We are a borough with a significantly high incidence of rough sleeping, currently the 6th highest total in London. We required a provider who can work with rough sleepers found bedded down in public places, on private land and in places like garages, stairwells, and vehicles. We required a provider who can rise to the challenge of helping a diverse rough sleeping population, of which up to two-thirds have no eligibility for public funds and amongst which many individuals have health and substance misuse issues. We do, however, benefit from the existence of key partners who work together, including through a well-established borough Homelessness Forum.
We need a provider which can operate an assertive outreach model, with a view to signalling clearly that rough sleeping is not acceptable and that engagement with sources of help is expected. The provider will also work with enforcement agencies, where the outreach offer is not effective and rough sleeping, with all its risks, persists. The contractor will be the main point of contact for rough sleepers in Ealing and will work with and forge strong working relationships with key local partners, in the statutory and voluntary sector. The provider will have primary responsibility for dealing with new rough sleeping reported via Streetlink but will work alongside initiatives like the GLA's Rapid Response Team, while these continue.
Success will be measured by the sustained reduction of rough sleeping, in line with government targets and our local Rough Sleeping Strategy. The provider is responsible for early intervention, a No Second Night Out approach, follow-up case work, minimising entrenched rough sleeping and achieving sustained accommodation outcomes and support for individuals. The provider will also have first refusal on hosting additional posts which might be created through government funding to assist in meeting the challenging target of eliminating rough sleeping by 2024.
.",,,England,85000000 70333000 ,Christine Baker,bakerc@ealing.gov.uk,"London Borough of Ealing, Perceval House",14-16 Uxbridge Road,Ealing,W5 2HL,England,'+44 2088255122,http://www.ealing.gov.uk,,https://procontract.due-north.com/Advert?advertId=42cc7b90-9a96-ea11-80ff-005056b64545 ,,01/10/2020,30/09/2023,13/07/2020,NO,,No,No,No,Services,1000000,1000000,28/09/2020,1000000,"[St Mungo Community Housing|5th Floor, 3 Thomas More Square
Tower Hill 
London E1W 1YW|NONE||No|No]",,01/10/2020,30/09/2023,Open ,,16:00
20210107114502-68205,Contract,NHS Arden and Greater East Midlands Commissioning Support Unit,Awarded,2021-01-07T11:45:06Z,"Provision of Primary Medical Services at Kirkley Mill Health Centre, Lowestoft","NHS Arden and Greater East Midlands Commissioning Support Unit (NHS Arden and GEM CSU) on behalf of Greater Yarmouth & Waveney CCG invited suitably qualified providers who are capable of delivering primary medical services at Kirkley Mill Health Centre, Lowestoft.

The agreement is for a period of 4 years and 11 Months.

The weighted list size is 6 352 with an actual list size of 6 333 which is anticipated to grow in light of housing and population growth.

The practice is open 5 days per week, 8 a.m. - 6.30 p.m. Improved access arrangements are in place within the locality with patients having access to routine pre-bookable appointments between 8 a.m. - 8 p.m. on Weekdays, 8 a.m. - 1 p.m. Saturdays and 8 a.m. - 3 p.m. Sundays.

The new provider will be committed to continuous improvement in patient care and primary care services at the practice, developing strong collaborative working relationships with neighbouring practices to find local solutions to primary care matters impacting the Lowestoft area. The new provider must also actively engage with the development of the local primary care network.

The primary care network of which Kirkley Mill is a member comprises 7 practices covering a population of 85,100.

The practice serves patients living in one of the most deprived wards in Lowestoft. Life expectancy for males and females in this area is lower than the England average at 76 years for men and 81 years for women, compared to 79 years for men and 83 years for women (England average). There is a high prevalence of substance misuse, depression, epilepsy and learning disabilities in this cohort of patients.

The Local Plan for the Waveney District area of Suffolk for the period 2014 - 2036 has recently been published following a period of consultation and identifies significant house building plans (9235 new homes) in the Waveney area; 56 % (5206 homes) of this growth is planned to happen in Lowestoft.

The latest CQC inspection was carried out in September 2019 and the practice is rated good overall, although requiring improvement in effective care; the practice was previously rated as inadequate overall in January 2017. The new provider will be expected to show continuous improvement against the CQC improvement plan.",,,East of England,85100000 85120000 85121000 85121100 ,Claire Pickard,Claire.Pickard@nhs.net,"Beccles House, 1 Common Lane North",,Beccles,NR34 9BN,ENG,,www.norfolkandwaveneyccg.nhs.uk,,https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=32427&B=UK https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/68205 ,,01/11/2020,30/09/2025,17/04/2020,NO,,Yes,Yes,No,Services,0,4335690,04/01/2021,4372748,"[Rosedale Surgery|Ashburnham Way, Carlton Colville
Lowestoft
NR33 8LG|NONE||No|No]",,29/10/2020,30/09/2025,Open ,,12:00
DERBSCC001-DN517720-67455905,Contract,Derbyshire County Council,Awarded,2020-12-22T15:38:43Z,CPH007 - PharmOutcomes - payment system for community pharmacies,"PharmOutcomes is a web-based monitoring and claims system used by community pharmacies to record patient characteristics and activity regarding Public Health commissioned services; 1) Influenza vaccination programme for frontline employees 2) Substance misuse, supervised consumption of methadone and buprenorphine 3) Needle and syringe exchange programme 4) Pilot hepatitis C testing programme for people who inject drugs. The Council has an arrangement with Derbyshire Local Pharmaceutical Committee (LPC) for access to their licence agreement with Pinnacle Health LLP, to allow use of the web-based platform, PharmOutcomes.",,,England,85120000 85140000 ,Caroline May,caroline.may@derbyshire.gov.uk,Chatsworth Hall,,Matlock,DE4 3FW,England,'+44 1629536805,http://www.derbyshire.gov.uk/,,,,01/04/2019,31/03/2023,30/03/2019,NO,,No,No,No,Services,42000,42000,31/03/2019,42000,"[Pinnacle Health Partnership LPP|1st Floor Weatherwise Building
Well Road
East Cowes, Isle of Wight
PO32 6SP|NONE||No|No]",,01/04/2019,31/03/2023,AwardWithoutPriorPublication ,,11:00
20201126084903-67601,Contract,Midlands Partnership Foundation Trust,Awarded,2020-11-26T08:49:07Z,Point of Care Drugs of Abuse,To source a provider to support delivery of Substance Misuse services across the MPFT footprint. The procurement is to deliver a standardised range of point of care testing products and associated services relating to Drugs of Abuse.,,,Any region,33696200 38911000 85111800 ,Elizabeth Aldridge,elizabeth.aldridge@mpft.nhs.uk,"Trust HQ, Corporation Street,",,Stafford,ST16 3AG,ENG,'+44 1782137074,http://www.mpft.nhs.uk/,,https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=34425&B=UK https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/67601 ,,01/12/2020,30/11/2023,21/09/2020,NO,,Yes,No,No,Products,0,1,26/11/2020,160000,"[Matrix Diagnostics Limited|Unit 9 Meridian Business Park
Fleming Road
Waltham Abbey
EN9 3BZ|NONE||No|No]",,01/12/2020,30/11/2023,Restricted ,,12:00
NOTTCITY001-DN487056-62801108,Contract,Nottingham City Council,Awarded,2020-11-24T15:23:02Z,CPU2362 Mental Health Supported Accommodation Services,"Nottingham City Council has redesigned the pathway of services for citizens who require support as aresult of mental ill health. The new pathway will ensure a consistent offer of services for citizens andensure that they have access to the services which will best help to support them to live healthy lives in thecommunity. Services within the pathway will be strength based with a clear focus on supporting citizens to live independently. As a result of the above, Nottingham City Council is seeking to appoint a suitably experienced and knowledgeable service provider(s) for the provision of Mental Health Supported Accommodation which will provide accommodation based support for a period of up to 2 years to citizens who (at the point of need /entry to the service) are unable to access independent living arrangements due to problems with their menta lhealth, who are experiencing significant and varying barriers to regaining or accessing more independent living, including those with a history of recurring loss of independence (including in-patient admission or homelessness linked to a mental health difficulty) and non-engagement with services. People referred to the service may present with associated problems linked to substance misuse, offending, chaotic lifestyles and other issues.",,,England,85000000,Julie Herrod,julie.herrod@nottinghamcity.gov.uk,Loxley House,Station Street,Nottingham,NG2 3NG,England,'+44 1158763563,http://www.nottinghamcity.gov.uk,,,,01/04/2021,31/03/2030,09/09/2020,NO,,No,No,No,Services,9793413,9793413,24/11/2020,9793413,"[Nottingham Community Housing Association|12-14 Pelham Road
Nottingham
NG5 1AP|NONE||No|No][Framework Housing Association|Val Roberts House
25 Gregory Boulevard
Nottingham
NG7 6NX|NONE||No|No]",,01/04/2021,31/03/2030,Open ,,12:00
NPSBARNS001-DN488556-59385494,Contract,Barnsley Metropolitan Borough Council,Awarded,2020-07-22T11:14:59+01:00,A378_Servelec_Core+,Software to support Youth Justice and Substance Misuse; purchased via GCloud 9 framework to cover 01/04/2019 to 31/03/2021 with 2 x 12 months optional extensions,,,England,72000000,Claire Guest,claireguest@barnsley.gov.uk,Gateway Plaza,Off Sackville Street,Barnsley,S70 2RD,United Kingdom,'+44 1226773269,https://www.yortender.co.uk,,,,01/04/2019,31/03/2021,15/03/2019,NO,,No,No,No,NotApplicable,50000,50000,29/03/2019,50000,[Servelec Youth Services|S2 5SY|NONE||No|No],,01/04/2019,31/03/2021,Other ,,
HACK001-DN488547-89844638,Contract,London Borough of Hackney,Awarded,2020-07-22T00:00:00+01:00,Covid19 Accelerated SHRS Pathway,"The Pathway model is designed to allow service users to progress through temporary supported accommodation towards more permanent placements.  The framework for the Pathway identifies three distinct stages across an individual's Pathway Journey.  The stages are:

Assessment
Engaging support
Move through

The Pathway stages represent a framework for building support around the individual, reinforcing a strengths-based recovery approach which places the person at the centre of support, ensuring the service user achieves maximum outcomes at each stage of their pathway journey.  

The Provider shall work with a range of adult single homeless service users who may or may not present a risk to themselves or others. The service will focus on both stabilising clients with previously chaotic lifestyles, including those engaged in street activity, preparing a clear route to independent living. 

The service will be flexible and responsive to the multiple and complex needs of service users including: 

People with substance misuse issues, including those who are in the pre-contemplative and contemplative stages of addressing those issues
People with very chaotic lifestyles, including those displaying anti-social behaviour
People with low level and/or undiagnosed mental health needs who may or may not be addressing those issues
People at risk of offending
People with health issues associated with entrenched rough sleeping

People will be supported onto appropriate housing options.
",,,United Kingdom,90911000 98341000 ,Beverley Gachette,Beverley.Gachette@hackney.gov.uk,Hackney Service Centre,1 Hillman Street,Hackney,E8 1DY,United Kingdom,'+44 2083563000,http://www.hackney.gov.uk,,,,02/08/2020,19/07/2021,21/07/2020,NO,,Yes,No,No,Services,415232,415232,22/07/2020,415232,[Single Homeless Project|WC1X 8QY|NONE||No|Yes],,02/08/2020,19/07/2021,Open ,,
TFL001-DN423320-76493216,Contract,Mayors Office for Policing and Crime (MOPAC),Awarded,2020-05-25T00:00:00+01:00,GLA 81403 Community Sentence Treatment Requirements (CSTR) - South London Female Offender Pilot,"MOPAC is commissioning services for a two and a half year pilot of Community Sentence Treatment Requirements (CSTRs) in London. The pilot will focus on providing specialist mental health court assessments and primary care for female offenders in six South London boroughs as part of their enforceable community sentences. The supplier will be required to work as part of a multi-agency approach to these individuals to meet their sometimes complex needs, and ensure that they get the best available treatment.

The service will provide clinical assessment and therapeutic treatment to support primary mental health treatment requirements (MHTRs), as part of the London testing of the national Community Sentence Treatment Requirement (CSTR) Programme.

The national programme is being tested with female offenders resident in six boroughs in South West London, and will be based out of the Beth Centre in Lambeth. The intended overarching impact of the programme is to ensure that eligible resident women receive the most appropriate sentence for their individual needs.

As well as providing assessments and primary mental healthcare for MHTRs, there will be a requirement for significant partnership working with probation and substance misuse services, to sequence and support combined orders.
",,,London,85000000,,tender@mopac.london.gov.uk,"City Hall, The Queens Walk",,LONDON,SE12AA,England,,https://www.london.gov.uk/what-we-do/mayors-office-policing-and-crime-mopac/about-mayors-office-policing-and-crime-mopac/current-mopac-bidding-opportunities,,,"This procurement process is being conducted electronically on the e-Tendering portal ProContract from Proactis. The portal can be accessed via the following link: (https://procontract.due-north.com/)
Interested suppliers must express their interest as soon as possible via the portal to access and download all relevant procurement documents and submit your tender submission by the deadline 30 August 2019
",30/09/2019,31/03/2022,30/08/2019,NO,,Yes,Yes,No,Services,294250,294250,16/02/2020,287766,[St Andrew's Healthcare|Cliftonville Rd Northampton NN1 5DG|NONE||No|No],,17/02/2020,31/03/2022,Open ,,
LPCoA&M1,Contract,THE LEARNING PARTNERSHIP FOR CORNWALL AND THE ISLES OF SCILLY LIMITED,Awarded,2020-05-20T08:48:04+01:00,Summative Evaluation of ESF Project,"The Learning Partnership for Cornwall & the Isles of Scilly is the Grant Holder for the Atlantic & Moor Working Together project which is part of The National Lottery Heritage Fund Building Better Opportunities programme.  The project comes under Priority Axis 1 - Inclusive Labour Markets, Investment Priority 1.4: Active Inclusion.



This £2.1m project brought together 56 Partners to support 750 economically inactive and unemployed adults from the Atlantic & Moor geographical area into education, training, job search and employment.  It is funded by the National Lottery Heritage Fund and the European Social Fund. 

The Partners engaged and supported people with often complex and multiple barriers to work, to improve their health, wellbeing and finances.  This included those with mental and physical ill health, suffering sexual and domestic violence, substance misuse, learning disabilities and difficulties, housing needs and being offenders or victims of crime. 


 In addition to supporting people into training and work the project aimed to have a wider lasting impact on the participants, communities, Partners and stakeholders. 

The project has been delivered through the four following activities: 

1.	Engagement, assessment and planning 
2.	Support of soft skills
3.	Employability and employment 
4.	Post-employment support 

This is an exciting opportunity to assess the impact and effectiveness of the Atlantic & Moor Working Together project on participants and the wider community, which will also contribute to the development of best practice in future projects. 

The summative evaluation will need to set a baseline of what would have happened if the project had not taken place, that can be used as a benchmark. Methods should include: 

•	Desk research of the information provided by the Grant Holder
•	Online surveys of participants, partners and stakeholders
•	Face to face or telephone interviews with participants, partners and stakeholders
•	Focus groups with participants and community organisations

The delivery activity will be complete by December 2020 but some Partners will be completing their work by July and for this reason it will be necessary to interview Key Workers in May to catch them before they leave for other employment. 

The evaluation work and resulting report must be completed by December 2020. 

Selection will be made using a points-based analysis of a completed application form that will be sent to applicants on request or can be downloaded from this site. 

Covid-19

We would expect applications to include alternatives to face-to-face interviews, especially in the early stages of the evaluation when we will still be in a lockdown situation, and a timeline offering face-to-face interaction if and when this becomes acceptable later in the year, again with alternatives if this is not possible.",,,South West,80000000 98000000 ,Jude Robinson,jrobinson@cornwall-learning-partnership.org,"Redruth Centre, 5-6 Station Road",,Redruth,TR152AB,England,07939 393082,,Learning Partnership Atlantic  Moor - Project Plan (003).pdf A&M application.docx ,,,01/05/2020,18/12/2020,10/04/2020,YES,LPCoA&amp;M,Yes,Yes,No,Services,20000,20000,29/04/2020,20000,"[Perfect Moment|5 Parc Villas
PENZANCE
Cornwall
TR18 5EA
GB|NONE_PARTNERSHIP||Yes|No]",,01/05/2020,18/12/2020,OpenNonOJEU ,,
MT219561,Contract,Newcastle-under-Lyme Borough Council,Awarded,2020-04-22T17:45:04+01:00,Provision of Complex Needs Outreach Service for the Newcastle Partnership Hub,Newcastle Borough Council on behalf of the Newcastle Partnership wishes to re-commission a dedicated early intervention/preventative outreach service from a third sector partner to offer practical and emotional support to those individuals located within the Borough of Newcastle-under-Lyme identified as needing intensive support with complex needs such as substance misuse and mental health issues.,,,West Midlands,75122000,Trevor Smith - Partnerships Interventions Officer,trevor.smith@newcastle-staffs.gov.uk,Castle House,Barracks Road,Newcastle-under-Lyme,ST5 1BL,England,'+44 1782717717,http://www.newcastle-staffs.gov.uk/,,https://www.mytenders.co.uk/search/show/search_view.aspx?ID=APR159665 ,,01/04/2020,31/03/2021,03/03/2020,NO,,Yes,Yes,No,Services,43114,45000,30/03/2020,43114,"[Open Door Stoke-On-Trent|Church Street, Stoke, Stoke-On-Trent|NONE||No|No]",,01/04/2020,31/03/2021,Open ,,
NTYN001-DN438088-82997214,Contract,North Tyneside Council,Awarded,2020-04-22T00:00:00+01:00,Health and Wellbeing Interventions for Vulnerable Young People,"Working with young people in the NE29 postcode area, focusing on the most deprived areas of Chirton and Meadowell, to address key health and well-being needs.

Primarily, these will be in relation to mental health (including self harm), substance misuse (including drugs, alcohol and new psychoactive substances) and domestic violence, but also sexual health, physical health activity and healthy eating.

The Provider will work with and signpost and refer to key partners in order to meet the needs of young people. These may include CAMHS, Connexions, schools, Sport and Leisure, Youth Justice Service etc.",,,North East,85000000,Lynne Allen,lynne.allen@northtyneside.gov.uk,"Quadrant, Cobalt Business Park",The Silverlink North,North Tyneside,NE27 0BY,England,'+44 1916435661,http://www.northtyneside.gov.uk/,,,"Tenders or requests to participate must be submitted electronically via https://procontract.due-north.com
",01/05/2020,30/04/2021,03/03/2020,NO,,Yes,Yes,No,Services,50000,50000,08/04/2020,50000,[Phoenix detached youth Project|NE29 7QW|NONE||Yes|No],,01/05/2020,30/04/2021,NotApplicable ,,
BIP474583025,Contract,Essex County Council,Awarded,2020-02-19T10:50:02Z,GB-Chelmsford: CO0001 Essex Social care Academy Training Framework,"The purpose of this procurement is to provide social care practitioners with the skills and knowledge to deliver the best outcomes to the community they serve.  This will include, although is not limited to, newly qualified and experience social workers, senior support staff, residential workers, occupational therapist, senior practitioners, team managers, service managers, fosters carers and director of local delivery through a multi-supplier Framework. Lot breakdown as follows;
      Lot 1 - Assessment, including Achieving Best Evidence, Age Assessment - Unaccompanied Asylum-Seeking Children & Young People, Assessing mental capacity and making restrictions on liberty decisions for children and young people, Assessment, Reflection & Analysis, Sibling Assessment and Unaccompanied Asylum Seeking Children & Young People
      Lot 2 - Behaviour, including; Courses on Gangs, Attachment, Motivational interviewing, Non-Violence Resistance (NVR), Positive behaviour and physical intervention, Working with known, suspected or alleged perpetrators of child sexual abuse, Vicarious trauma and burnout.
      Lot 3 - Ethical, including; Equality and Diversity (Audience: Social Care and Foster Carers), Modern Slavery and Trafficking
      Lot 4 - Health, including; Foetal alcohol spectrum disorders (FASD), Mental Health (Child & Adolescent Mental Health Training), Self Harm  - Social care workers,          Substance misuse - Course, Therapeutic life story work, Theraplay Training, Working with parents who have learning disabilities/difficulties, Eye Movement Desensitisation and Reprocessing therapy - EMDR
      Lot 5 - Legal, including; Law for NQSWs, Protecting children and young people
      Lot 6 - Social, including; Housing, Neglect, Social Media Safeguarding: Children, Young people and their Families, Vulnerable Adults and our Essex Social Care workforce in online environments and social media
      Lot 7 - Trauma, including; Bereavement, loss & grief, Child / Adolescent to Parent Abuse, Domestic abuse - male and or same sex victims, Domestic Abuse; Living with the Perpetrator, Harmful Sexual Behaviour 1)Harmful sexual behaviour in young people under the age of 12, 2) Harmful sexual behaviour - adolescents and young people over 12, Neuroscience, Brain development and impact of trauma on emotional wellbeing and behaviour difficulties in those in Foster Care, Trauma, Relational & Developmental",,,East of England,80000000,Andrew Beaver,andrew.beaver@essex.gov.uk,County Hall,Market Road,Chelmsford,CM1 1QH,UK,3330136253,,,https://www.delta-esourcing.com/delta/respondToList.html?noticeId=474583025 ,"The contracting authority considers that this contract may be suitable for economic operators that are small or medium enterprises (SMEs). However, any selection of tenderers will be based solely on the criteria set out for the procurement.
        
        Awards were made to the following Lots only; 1B; 1D; 1F; 2A; 6B; 7C; 7D; 7E; 7G and 7H. The Lots where no bids were received will not be re-tendered.",01/04/2020,31/03/2021,06/02/2020,NO,,No,No,No,Services,0,,06/02/2020,0,"[ENTRAIDE (Mutual Aid)|Chelmsley Wood Baptist Church Centre
        Hedingham Grove
        Birmingham
        B37 7TP|NONE||No|No][The Aim Project|PO Box 778
        Stockport
        SK4 9QQ|NONE||No|No][MP Training and Consultancy Ltd|6b Parkway
        Porters Wood
        St. Albans
        AL3 6PA|NONE||No|No][The Essex Community Rehabilitation Company Limited|3rd Floor
        Victoria House
        Victoria Road
        Chelmsford
        CM1 1JR|NONE||No|No][Norma Howes|10 Beverley Road
        Watchfiled
        Swindon
        SN6 8DJ|NONE||No|No][Smart Training and Consultancy Ltd|4th Floor 
        167 Fleet Street
        London
        EC4A 2EA|NONE||No|No][Spectrum Safeguarding Ltd|7, Wessex House
        St. Leonards Road
        Bournemouth
        BH8 8QS|NONE||No|No]",,01/04/2020,31/03/2021,Open ,,
RBG001-DN441115-54111542,Contract,Royal Borough of Greenwich,Awarded,2020-01-30T14:56:33Z,"Drug, Alcohol and DNA testing Services","Drug and Alcohol testing service provides screening for drug and alcohol use by completing hair strand tests on parents who are involved in care proceedings and who have been referred by social workers. The tests provide evidence of a parent's substance misuse or abstinence over a long-term period (typically three months or more) and it enables reliable and fact-based decisions to be made over the protection, health and well-being of affected children. 

The DNA testing service is required to determine the parentage of a child/children or identify other blood relatives to inform decision making in child in need, child protection and court proceedings  
",,,London,85300000 85140000 38544000 85111810 ,Michel Ngue-Awane,michel.ngue-awane@royalgreenwich.gov.uk,"3rd Floor, The Woolwich Centre","35 Wellington Street, Woolwich",London,SE18 6HQ,England,'+44 2089216957,http://www.royalgreenwich.gov.uk/,,https://procontract.due-north.com/Advert?advertId=6c5cabc6-e8f0-e911-80fa-005056b64545 ,,29/01/2020,28/01/2025,30/10/2019,NO,,No,No,No,Services,175500,175500,28/01/2020,171850,"[Alpha Bio Laboratories Ltd|14 Webster Court
Carina Business Park
Warrington, WA5 8WD
Cheshire|NONE||Yes|No]",,30/01/2020,28/01/2025,Open ,,
PR003471-1 AW,Contract,"NHS SOUTH, CENTRAL AND WEST COMMISSIONING SUPPORT UNIT",Awarded,2019-12-19T15:28:39Z,Liaison and Diversion Services in Surrey,"NHS England South (South East) sought to commission Liaison and Diversion Services in Surrey.

There are high numbers of people with mental health, learning disability, substance misuse and other psychosocial vulnerabilities who enter the youth and criminal justice systems, who could be dealt with in the community, or diverted from the justice pathway altogether, as well as requiring early identification should custodial sentences be applied.

The aim of the L&D Service is to provide early intervention for vulnerable people (adults, children & young people) as they come to the attention of the criminal justice system.  The service will provide a prompt response to concerns raised by the police, youth offending teams, court staff or any other referral process (including self-referral), offering  critical information to decision-makers in the justice system, in real time, when it comes to charging and sentencing.  The service will also act as a point of referral and follow-up for service users, to ensure they can access, and are supported to attend, community treatment and rehabilitation appointments.
 
The primary focus of this service is improved outcomes for service users, not financial savings.

Key outcomes include:
•	Improved access to healthcare and support services for vulnerable individuals and a reduction in health inequalities, prioritising female detained persons and those under the age of 18.
•	Diversion of individuals, where appropriate, out of the youth and criminal justice systems into health, social care, education and training, or other supportive services
•	To deliver efficiencies within the youth and criminal justice systems 
•	To reduce re-offending and/or escalation of offending behaviours

The service specification expanded on these outcomes, outlining what commissioners required of providers through the life of the contract
 
The total contract value of Liaison and Diversion Services is £1,128,965 per annum, with a total contract lifecycle value of £3,386,895 over 3 years, and a possible extension of an additional 2 years.  The initial 3 year period will commence from 01 April 2020.

This procurement was carried out by NHS South, Central and West Commissioning Support Unit (SCW) on behalf of the Commissioners.",,,South East,66162000 85100000 ,Alexandra Searle,scwcsu.procurement@nhs.net,"South Plaza,  Marlborough Street",,BRISTOL,BS13NX,England,,,,,"The services are healthcare services falling within Schedule 3 to the Public Contracts Regulations 2015 (""the Regulations"")  which are not subject to the full regime of the Regulations, but is instead governed by the ""Light Touch Regime"" contained within Chapter 3, Section 7 of the Regulations (Regulations 74 to 77).",01/04/2020,31/03/2025,07/08/2019,YES,PR003471 - 1,Yes,Yes,No,Services,5644825,,13/11/2019,5644825,[Surrey & Borders Partnership Foundation NHS Trust|18 Mole Business Park|NONE_OTHER||No|No],,01/04/2020,31/03/2025,OpenOJEU ,,
SOMRTD001-DN351981-79920419,Contract,Somerset County Council,Awarded,2019-10-21T09:37:49+01:00,Forensic Testing Services Framework,"Under the statutory duties of the Children Act 1989, Somerset County Council is required to promote the welfare of children. In order to carry out this duty, it is from time to time required to commission forensic testing, both in order to establish family relationships and also to establish whether persons connected with those children engaged in substance misuse.To support the above requirements, Somerset County Council is tendering for a four-year Framework Agreement for the provision of a Forensic Testing Service",,,South West,85145000 85148000 85111800 ,Kate Williams,ktwilliams@somerset.gov.uk,County Hall,,Taunton,TA1 4DY,United Kingdom,'+44 1823356712,https://www.supplyingthesouthwest.org.uk,,,,04/09/2018,03/09/2020,02/08/2018,NO,,No,No,No,Services,350000,350000,31/05/2019,350000,[Lextox|CF24 5EA|NONE||No|No][Cellmark Forensic Services|OX14 1DY|NONE||No|No][DNA Legal|BA11 2FG|NONE||Yes|No],,03/06/2019,02/06/2021,Open ,,
NOTTCITY001-DN419169-02566648,Contract,Nottingham City Council,Awarded,2019-10-18T12:41:58+01:00,CPU2363 Supply of a Database for local pharmacy services,"•	The Provider must be able to provide the following:    
•	A system that is accessible to all 69 pharmacies within Nottingham City. Please note that this may fluctuate throughout the contract.
•	A system that records both substance misuse and sexual health services; pharmacies and commissioners must be able to access multiple modules from the same account. 
•	A system that can limit access to modules/reports/invoices for each user; this does not include the administrator, who should have access to everything. 
•	On-line and phone support to commissioners and pharmacy providers during normal business hours (Monday-Friday, 9-5) as a minimum.
•	The Provider must be able to travel to Nottingham on an ad-hoc basis to discuss contract management and compliance. The Commissioner will give a minimum of 2 weeks' notice. 
•	A system that allows pharmacies to record any untoward or serious incidents, which can be automatically sent to Commissioners.
In addition, the Provider must be able to train all pharmacies and Commissioners to use the system during the implementation period, and must offer a minimum of one refresher day per year of the contract.",,,East Midlands,72000000,Christina Barrett,christina.barrett@nottinghamcity.gov.uk,Loxley House,Station Street,Nottingham,NG2 3NG,England,'+44 1158763553,http://www.nottinghamcity.gov.uk,,,,01/10/2019,30/09/2024,09/07/2019,NO,,No,No,No,Products,41050,41050,06/08/2019,41050,"[Pinnacle Health LLP|Second Floor, 86-88 High Street
Newport 
Isle of Wight 
PO30 1BH|NONE||No|No]",,01/10/2019,30/09/2024,Restricted ,,
